UserID,1,2,3,4,5,6,7,8,9,10,11,12,90,91,92,93,94,95,96,97,98,99,100,101,102,103
295,56,Male,United States,-1,0,No,1,More than 1000,1,Yes,Don't know,No,Maybe,Don't know,Never,No,Not sure,Don't know,Don't know,Don't know,No,Yes,Some of them,Maybe,No,-1
296,24,Female,United States,California,0,No,0,500-1000,1,Don't know,Don't know,No,Maybe,No,-1,No,Not sure,No,Don't know,Don't know,Maybe,Some of them,No,Maybe,No,-1
297,30,Female,United States,South Carolina,0,Yes,1,26-100,1,Yes,Don't know,No,No,Yes,Sometimes,No,Yes,Yes,Don't know,Very easy,No,Yes,Yes,Yes,No,-1
298,60,Male,United States,California,0,No,0,More than 1000,1,Yes,Don't know,Maybe,No,Yes,-1,No,No,Don't know,Yes,Don't know,No,Some of them,Yes,Maybe,No,-1
299,33,Male,United States,California,0,Yes,1,More than 1000,1,Yes,Don't know,No,No,Don't know,Sometimes,No,No,Yes,Yes,Don't know,Yes,No,No,Maybe,No,-1
300,37,Male,United States,New York,0,No,0,More than 1000,1,Yes,Don't know,Maybe,No,Don't know,Never,No,Yes,Yes,Yes,Don't know,No,Some of them,Yes,Maybe,No,-1
301,23,Female,United States,New York,0,No,1,More than 1000,1,Yes,Don't know,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Don't know,No,Some of them,Some of them,No,No,-1
302,31,Female,United States,California,0,No,1,More than 1000,1,Yes,Yes,No,No,Yes,Sometimes,No,Not sure,Don't know,Don't know,Somewhat easy,No,Yes,Yes,No,No,-1
303,26,Male,United States,Massachusetts,0,No,0,100-500,1,Yes,Don't know,No,No,Don't know,Rarely,No,Not sure,No,Don't know,Don't know,No,Some of them,Yes,Maybe,No,-1
304,28,Female,United States,Washington,0,Yes,1,100-500,0,Yes,Yes,No,No,Yes,Often,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Some of them,Yes,No,No,-1
305,37,Female,United States,California,0,No,1,More than 1000,1,Yes,Don't know,No,No,Yes,Rarely,No,Yes,Don't know,Yes,Somewhat easy,No,Some of them,Yes,No,No,-1
306,26,Male,Canada,-1,0,Yes,1,6-25,1,Yes,Don't know,Maybe,No,Yes,Often,No,No,No,Don't know,Don't know,Maybe,Some of them,Some of them,Maybe,No,-1
307,30,queer/she/they,United States,Illinois,0,Yes,1,26-100,1,Yes,Don't know,No,No,Don't know,Rarely,No,Not sure,No,No,Somewhat easy,Maybe,Some of them,Yes,No,No,-1
308,26,Male,United States,Indiana,0,No,0,26-100,1,No,Don't know,No,No,Don't know,-1,No,No,No,No,Don't know,No,Some of them,Some of them,No,Yes,-1
309,25,Male,United States,Oregon,0,No,0,26-100,1,Don't know,Don't know,No,No,Don't know,-1,Yes,Not sure,No,Don't know,Don't know,No,Some of them,Yes,No,No,-1
310,27,Male,United States,Tennessee,0,No,0,100-500,1,Yes,Don't know,No,No,Don't know,Sometimes,No,Not sure,Yes,Yes,Don't know,Maybe,Some of them,Yes,Maybe,No,"The thought of going through my employer directly to get help is fucking scary.

Getting help is the hardest part of getting help."
311,25,Male,Canada,-1,0,No,1,6-25,0,Don't know,Don't know,No,Maybe,Don't know,Often,Yes,No,No,Don't know,Somewhat difficult,Yes,No,No,Maybe,No,-1
312,35,Male,United States,Oregon,0,No,1,100-500,1,Yes,Don't know,No,No,Don't know,Rarely,No,Not sure,Don't know,Yes,Don't know,No,Some of them,Yes,No,No,-1
313,36,Male,United States,Washington,1,No,1,1-5,1,No,Don't know,No,No,Yes,Never,No,Yes,No,No,Somewhat easy,Maybe,Some of them,Yes,No,No,-1
314,26,Male,United States,California,0,Yes,1,More than 1000,1,Yes,Don't know,No,No,No,Sometimes,No,Not sure,No,Don't know,Don't know,Yes,No,No,No,No,-1
315,27,Male,United States,California,0,Yes,0,More than 1000,1,Don't know,Don't know,Maybe,No,Yes,-1,No,No,Don't know,Don't know,Very easy,No,Yes,Yes,Maybe,No,"""Don't know"" because I haven't checked, not because it's difficult to find out. If you didn't have the ""don't know"" option, I would've looked up the answer."
316,30,Male,United States,Vermont,0,No,0,6-25,0,Don't know,Don't know,No,Maybe,Don't know,-1,No,Not sure,No,Don't know,Don't know,Maybe,Some of them,Some of them,No,No,-1
317,29,Male,United States,New York,0,No,0,100-500,0,Don't know,Don't know,No,No,Don't know,-1,No,Not sure,No,Don't know,Don't know,Maybe,No,No,Maybe,No,-1
318,25,Male,United States,Utah,0,No,0,More than 1000,0,Yes,Yes,Maybe,No,Yes,Never,No,Yes,Yes,Yes,Very easy,No,Some of them,Yes,Maybe,No,-1
319,22,Female,United States,New York,0,Yes,1,More than 1000,1,Yes,Yes,No,No,Yes,Often,No,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,No,Yes,-1
320,29,Male,Latvia,New York,0,No,0,26-100,1,No,Don't know,No,Maybe,Don't know,-1,No,Yes,No,No,Somewhat easy,Maybe,Some of them,Some of them,No,No,-1
321,41,Male,United States,South Dakota,0,Yes,1,100-500,1,Yes,Yes,Maybe,No,Yes,Rarely,Yes,Yes,Don't know,Yes,Somewhat easy,No,Some of them,Yes,Maybe,No,-1
322,29,Male,United States,California,0,No,1,More than 1000,1,Yes,Don't know,No,No,No,Sometimes,No,No,No,Don't know,Don't know,Yes,Some of them,Some of them,Maybe,No,-1
323,32,Male,United States,Oregon,0,No,0,500-1000,1,Yes,Yes,Maybe,No,Yes,Never,No,Not sure,Don't know,Yes,Somewhat easy,No,Some of them,Yes,Maybe,No,-1
324,24,Female,United States,California,0,Yes,1,More than 1000,1,Yes,Yes,No,No,Don't know,Sometimes,No,Yes,No,Yes,Don't know,Maybe,Some of them,No,Maybe,No,-1
325,25,Male,United States,California,0,No,1,6-25,1,Yes,Don't know,No,No,Don't know,Rarely,No,No,Don't know,No,Don't know,Maybe,No,No,No,No,-1
326,25,Male,United States,California,0,No,0,More than 1000,1,Don't know,Don't know,No,No,Don't know,-1,No,Not sure,Don't know,Don't know,Don't know,Maybe,No,No,Maybe,No,-1
327,30,Female,United States,Colorado,0,No,0,More than 1000,1,Yes,Yes,No,Maybe,Don't know,Never,No,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,No,No,-1
328,25,Male,United States,California,0,Yes,1,More than 1000,1,Don't know,Don't know,No,No,Yes,Sometimes,No,Not sure,Don't know,Yes,Don't know,No,Yes,Yes,No,No,-1
329,30,Male,United States,Ohio,1,No,0,1-5,1,No,Don't know,No,No,Don't know,Never,Yes,Yes,No,No,Don't know,Maybe,Some of them,Some of them,Maybe,No,-1
330,33,Male,Germany,-1,1,Yes,1,1-5,0,No,Don't know,Maybe,Yes,Yes,Rarely,No,No,No,No,Somewhat difficult,Yes,No,No,No,Yes,-1
331,24,Male,United States,Washington,0,No,0,26-100,1,Yes,Yes,No,No,Yes,-1,No,Not sure,Yes,Yes,Very easy,No,Some of them,Some of them,Maybe,No,-1
332,25,Male,Canada,-1,0,Yes,1,More than 1000,1,Yes,Don't know,No,Maybe,No,Sometimes,No,Yes,No,Don't know,Don't know,Yes,Some of them,No,No,No,-1
333,31,Male,United States,Ohio,0,No,0,100-500,0,Don't know,Yes,No,No,No,-1,No,No,No,No,Somewhat easy,Maybe,No,No,Yes,No,-1
334,45,Male,Ireland,-1,1,No,1,1-5,1,No,Don't know,No,No,Don't know,Often,No,No,No,No,Very difficult,No,No,No,No,No,-1
335,29,Male,Romania,-1,0,No,0,6-25,0,No,Don't know,Maybe,Maybe,No,-1,Yes,Yes,No,No,Don't know,Maybe,Some of them,Some of them,Maybe,No,-1
336,46,Male,United States,Washington,0,No,0,26-100,1,Yes,Don't know,Maybe,No,Don't know,Never,No,Not sure,Yes,Don't know,Very easy,No,Some of them,Some of them,Maybe,No,-1
337,30,Male,United Kingdom,-1,0,No,1,26-100,1,Don't know,Don't know,No,Maybe,Don't know,Sometimes,No,No,No,Don't know,Don't know,Yes,No,No,Maybe,No,-1
338,29,Female,United States,California,1,No,0,More than 1000,1,Yes,Don't know,No,Maybe,Don't know,Sometimes,No,Not sure,Don't know,No,Very easy,Maybe,Some of them,Some of them,No,No,-1
339,24,Male,United States,Massachusetts,0,No,0,More than 1000,1,Yes,Yes,No,No,Don't know,-1,No,Yes,Don't know,Don't know,Don't know,Yes,No,No,Maybe,No,"I think there might be some bugs in my thought, but I haven't sought treatment because they're not worse than annoying and I worry about having the label."
340,29,Male,United States,Washington,0,No,0,26-100,1,Yes,Yes,No,No,Yes,-1,No,Yes,Yes,Yes,Very easy,No,Some of them,Yes,Maybe,No,"I think a lot of our policy is based on a situation that occurred in the past 5 years. A very public mental illness happened with a coworker that, unfortunately, ended negatively. It was definitely a catalyst to talking about our options, but the overall sentiment of it being ""OK"" to take time off, talk with your supervisors, etc., has always been there. It's a great company."
341,35,Male,United States,Michigan,0,No,0,26-100,0,Don't know,Don't know,No,No,No,-1,No,Not sure,No,Don't know,Don't know,No,Yes,Yes,No,No,-1
342,33,Female,United States,Washington,0,Yes,0,26-100,1,No,Don't know,No,Maybe,No,Sometimes,Yes,Yes,No,No,Very difficult,Yes,Some of them,Some of them,Maybe,No,-1
343,27,Male,United States,California,0,No,0,More than 1000,1,Don't know,Don't know,No,No,No,Sometimes,No,Not sure,Don't know,Don't know,Very easy,Yes,No,No,Maybe,No,"Regardless of a stated lack of negative consequences for discussing mental health issues with coworkers/superiors, unconscious bias is a very real thing - as long as I don't *need* to inform my co-workers, my mental health issues do not need to be public knowledge."
344,36,Male,United States,Iowa,0,No,0,More than 1000,1,Don't know,Don't know,No,No,Don't know,-1,No,Not sure,Don't know,Don't know,Don't know,Maybe,Some of them,Some of them,No,No,-1
345,33,Male,United Kingdom,-1,0,No,0,1-5,1,Don't know,Don't know,No,Maybe,No,Rarely,Yes,No,No,No,Don't know,Yes,No,No,Maybe,No,-1
346,25,Female,United States,Washington,0,Yes,1,26-100,1,Yes,Yes,No,No,Don't know,Sometimes,No,Yes,No,No,Don't know,No,Some of them,Yes,No,No,-1
347,23,Male,United States,Alabama,0,Yes,1,100-500,0,Don't know,Don't know,Maybe,No,Don't know,Sometimes,No,No,No,No,Don't know,No,Yes,Yes,Yes,No,"YOU MAY WANT TO THROW OUT MY ENTRY.

I answered all of these questions with the assumption that Attention Deficit Disorder is considered a ""mental illness"", and with ADD in mind."
348,54,Male,United States,California,0,Yes,1,More than 1000,1,Don't know,Don't know,No,No,Don't know,Never,No,No,Yes,Yes,Don't know,No,No,Yes,No,No,-1
349,22,Male,United States,California,0,No,0,More than 1000,1,Don't know,Don't know,No,No,Don't know,Sometimes,No,No,Don't know,Don't know,Don't know,Maybe,Some of them,No,Maybe,No,-1
350,25,non-binary,United States,California,0,Yes,1,More than 1000,1,Yes,Don't know,No,No,Yes,Sometimes,No,Yes,Don't know,Don't know,Don't know,Maybe,Some of them,Some of them,No,No,-1
351,29,Male,Belgium,-1,0,No,0,6-25,0,Don't know,Don't know,Maybe,No,Don't know,Often,No,No,No,No,Don't know,Maybe,Yes,Yes,Maybe,No,"In Belgium, we have all medical care, so perhaps some question are not relevant"
352,27,Male,United States,Massachusetts,0,No,1,More than 1000,1,Yes,Yes,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Don't know,No,No,No,Yes,No,-1
353,30,Male,United Kingdom,-1,0,No,0,6-25,1,No,Don't know,No,No,Yes,Never,No,No,No,Don't know,Very easy,No,Some of them,Yes,Maybe,No,"A co-worker recently had mental health issues and my employer was very reasonable with them, I don't know the full story but I do know that he was given ample time off and eased back in to the work place."
354,26,Male,United States,California,0,Yes,1,More than 1000,1,Yes,Don't know,No,No,Don't know,Often,No,Not sure,Don't know,Yes,Don't know,Maybe,Some of them,No,No,No,-1
355,25,Female,Sweden,-1,0,Yes,0,6-25,1,Yes,Don't know,No,No,No,Sometimes,No,Yes,Yes,No,Somewhat easy,No,Some of them,Yes,No,No,-1
356,31,Male,United States,California,0,No,1,500-1000,0,No,Yes,No,No,No,Sometimes,No,Yes,No,Don't know,Don't know,No,Some of them,No,No,No,-1
357,33,Male,United States,Indiana,0,Yes,1,26-100,1,Don't know,Don't know,No,No,Don't know,Sometimes,No,Not sure,No,No,Don't know,Maybe,Some of them,Some of them,No,No,-1
358,34,Male,United States,Washington,0,Yes,1,More than 1000,1,Yes,Yes,No,Maybe,Don't know,Sometimes,No,Yes,Don't know,Yes,Don't know,Maybe,No,No,No,No,-1
359,34,Male,United States,Washington,0,No,1,100-500,1,No,Don't know,No,Yes,Don't know,Sometimes,Yes,No,No,No,Somewhat easy,Yes,Some of them,Some of them,Maybe,No,-1
360,29,Male,United States,Indiana,1,No,0,1-5,1,No,Yes,Maybe,No,Yes,-1,Yes,Yes,No,No,Very easy,No,Yes,Yes,Maybe,No,-1
361,33,Female,United States,Washington,0,No,0,6-25,1,No,Don't know,No,No,Don't know,-1,No,No,No,No,Somewhat difficult,Maybe,Some of them,Some of them,No,No,-1
362,34,Male,Germany,-1,1,Yes,1,26-100,1,No,Don't know,No,No,Yes,Rarely,Yes,No,No,Don't know,Somewhat difficult,No,Yes,Yes,Maybe,No,-1
363,26,Male,United States,Oklahoma,1,Yes,1,100-500,0,No,No,No,No,No,Rarely,Yes,No,No,Don't know,Don't know,Maybe,Some of them,Yes,Yes,No,-1
364,32,Male,United States,Michigan,0,Yes,1,More than 1000,0,Yes,Yes,No,No,Yes,Rarely,No,Yes,Yes,Yes,Don't know,No,Some of them,Yes,Yes,No,-1
365,329,Male,United States,Ohio,0,No,1,6-25,1,Yes,Don't know,No,No,No,Often,Yes,Yes,No,No,Don't know,Maybe,Some of them,No,No,No,-1
366,28,Male,United States,Georgia,0,Yes,1,More than 1000,1,Don't know,Don't know,No,Maybe,No,Sometimes,No,Not sure,No,Don't know,Somewhat difficult,Maybe,No,No,No,No,-1
367,35,Male,United States,California,0,Yes,0,More than 1000,1,Yes,Yes,No,No,Don't know,-1,No,No,Yes,Yes,Very easy,No,Some of them,Yes,No,No,-1
368,36,Male,United States,-1,0,Yes,1,100-500,1,No,Yes,No,No,Don't know,Often,No,Yes,No,No,Very easy,No,Some of them,Some of them,No,No,-1
369,21,Male,United States,Indiana,0,Yes,1,100-500,1,Yes,Yes,Maybe,No,Don't know,Rarely,No,No,No,Don't know,Don't know,No,Yes,Yes,Maybe,No,-1
370,21,Male,United Kingdom,-1,0,No,1,6-25,0,Don't know,No,No,No,No,Sometimes,No,Not sure,No,No,Very easy,Yes,Some of them,No,Maybe,No,-1
371,22,Female,United States,Washington,0,No,0,More than 1000,1,Yes,Yes,No,No,Yes,-1,No,No,Yes,Yes,Somewhat easy,No,No,Some of them,No,No,-1
372,41,Male,United States,Washington,0,Yes,1,More than 1000,1,Yes,Don't know,No,No,No,Often,No,No,Yes,Yes,Somewhat difficult,Maybe,Yes,Some of them,Maybe,Yes,-1
373,55,Male,United States,Pennsylvania,0,Yes,1,More than 1000,1,Yes,Yes,No,No,Yes,Rarely,No,Yes,Yes,Yes,Very easy,No,Yes,Yes,No,No,"My refer to the ""mental health issue"" of depression.  I might answer differently if I was talking about a ""more serious"" issue like schizophrenia"
374,32,Female,United States,Washington,0,No,1,26-100,1,Yes,Yes,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Somewhat easy,Maybe,Some of them,Yes,Maybe,No,"My employer does what they can providing a wellness program and pointing it out after particularly stressful times. But the interaction between the wellness program and the medical insurance is unpleasant, and finding a long-term therapist / psychiatrist covered by insurance is amazingly difficult. My current lack of active treatment is due to insurance friction more than workplace friction."
375,21,Female,United States,California,0,Yes,1,26-100,1,Don't know,Don't know,No,No,Don't know,Rarely,No,Not sure,Don't know,No,Somewhat easy,Yes,Some of them,No,Yes,No,-1
376,45,Male,United States,Massachusetts,0,No,1,26-100,1,Yes,Don't know,No,No,Don't know,Never,Yes,Yes,Don't know,Don't know,Don't know,Maybe,No,Some of them,Maybe,No,-1
377,27,Female,United States,Washington,0,No,1,More than 1000,1,Yes,Yes,No,Maybe,No,Rarely,No,Yes,No,No,Don't know,Yes,No,No,No,No,-1
378,25,Female,United States,Washington,0,Yes,1,26-100,1,Don't know,Don't know,No,No,Yes,Sometimes,Yes,No,No,No,Don't know,Maybe,Some of them,Yes,No,No,-1
379,34,Female,United States,New York,0,Yes,1,More than 1000,0,Yes,Yes,No,Maybe,Yes,Rarely,No,Yes,Yes,Yes,Very difficult,Maybe,Some of them,Some of them,No,No,I work for a university.
380,26,Female,United States,California,0,Yes,1,More than 1000,1,Yes,Yes,No,No,Don't know,Never,No,Yes,No,Yes,Don't know,Maybe,No,No,No,No,-1
381,41,Male,Canada,-1,0,No,1,500-1000,1,Yes,Don't know,No,No,Don't know,Never,No,Not sure,No,Don't know,Somewhat easy,No,Some of them,Some of them,No,No,-1
382,27,Male,United States,California,0,No,1,More than 1000,1,Yes,Yes,No,No,Yes,Rarely,No,No,Yes,Yes,Don't know,No,Some of them,Yes,Maybe,No,-1
383,31,Male,United States,Indiana,0,Yes,1,26-100,1,Yes,Don't know,No,No,Don't know,Sometimes,Yes,No,No,No,Don't know,No,Yes,Yes,No,No,-1
384,25,Male,Germany,-1,0,Yes,1,26-100,1,No,Yes,No,No,No,Often,Yes,No,No,No,Somewhat easy,No,Yes,Yes,Yes,No,-1
385,26,Male,United States,Nevada,0,No,1,6-25,1,Don't know,Don't know,No,Yes,No,Sometimes,No,No,No,No,Don't know,Yes,Some of them,No,No,No,-1
386,27,Female,United States,Colorado,0,Yes,1,More than 1000,1,Yes,Don't know,No,Maybe,Don't know,Rarely,Yes,Yes,No,Don't know,Don't know,Maybe,No,Yes,No,No,-1
387,42,Male,New Zealand,-1,0,No,0,500-1000,1,Don't know,Don't know,Maybe,No,Don't know,Never,No,Not sure,No,No,Don't know,No,Some of them,Yes,Maybe,No,-1
388,29,Nah,United States,California,1,Yes,1,1-5,1,Yes,Don't know,No,No,No,Sometimes,Yes,Yes,No,No,Very difficult,Yes,Some of them,No,Maybe,No,-1
389,25,Female,United States,California,0,No,1,6-25,1,Don't know,Don't know,No,No,Don't know,Sometimes,No,Not sure,No,No,Somewhat difficult,Yes,Some of them,No,Maybe,No,-1
390,33,Female,Sweden,-1,0,Yes,1,More than 1000,1,Yes,Yes,No,No,Don't know,Rarely,No,Yes,No,Yes,Don't know,Maybe,Some of them,No,Yes,No,-1
391,-1,All,Zimbabwe,-1,1,Yes,1,1-5,1,No,No,Yes,Yes,No,Often,No,Yes,No,No,Very difficult,Yes,No,No,No,Yes,-1
392,40,Female,United States,Pennsylvania,0,Yes,1,More than 1000,0,Yes,Don't know,No,Maybe,Don't know,Rarely,No,No,Don't know,Don't know,Somewhat easy,Maybe,No,No,No,No,-1
393,31,Male,United States,South Carolina,0,No,0,More than 1000,1,Don't know,Don't know,No,No,Don't know,Never,No,No,No,Don't know,Somewhat easy,Yes,Some of them,No,No,No,-1
394,26,Male,Canada,-1,0,Yes,1,26-100,1,Don't know,Don't know,No,No,Yes,Often,Yes,No,Don't know,Don't know,Very easy,No,Yes,Yes,No,No,-1
395,24,Female,United States,Texas,0,Yes,0,500-1000,0,No,No,No,Maybe,No,-1,No,No,No,No,Very difficult,Yes,No,No,Maybe,Yes,-1
396,29,Male,United States,Texas,0,No,0,More than 1000,0,Yes,Don't know,No,No,Don't know,Never,No,Not sure,No,Don't know,Don't know,Maybe,Some of them,Some of them,No,No,-1
397,48,Male,United Kingdom,-1,0,No,0,26-100,1,Don't know,Don't know,No,Maybe,No,-1,No,No,No,No,Don't know,Maybe,No,No,No,No,-1
398,35,Male,United Kingdom,-1,0,No,0,6-25,1,No,Don't know,No,Maybe,No,Sometimes,No,No,No,No,Very difficult,Maybe,Some of them,Yes,Maybe,Yes,-1
399,32,Female,United States,Alabama,0,No,0,100-500,1,Don't know,Don't know,No,No,Don't know,Never,No,Not sure,No,No,Don't know,Maybe,No,Some of them,Maybe,No,-1
400,29,Male,Canada,-1,0,No,1,100-500,1,Don't know,Yes,No,No,Yes,Sometimes,No,Not sure,Don't know,Don't know,Somewhat easy,Maybe,Some of them,Some of them,Maybe,No,"Being in Canada, there are several health options that are available to Canadian citizens/perm residents for free, so employers may not ""provide"" resources because they are available elsewhere. 

Otherwise, good quiz. I hope this benefits everyone who's dealt with mental health issues in the past!"
401,26,Male,United States,Oregon,0,Yes,1,6-25,1,Yes,Don't know,No,No,No,Often,No,Yes,No,No,Somewhat difficult,Maybe,Some of them,Yes,No,No,-1
402,28,Male,United States,New Jersey,0,Yes,1,26-100,1,Yes,Don't know,No,No,No,Sometimes,No,Yes,No,No,Don't know,Maybe,Some of them,No,Maybe,No,-1
403,23,Male,United States,California,0,No,0,More than 1000,1,Don't know,Don't know,No,No,No,-1,No,No,No,Don't know,Don't know,No,Some of them,Yes,Maybe,No,-1
404,35,Male,United States,California,0,Yes,1,100-500,1,Yes,Don't know,No,Maybe,No,Sometimes,No,Yes,No,No,Very difficult,Maybe,Some of them,Some of them,Maybe,Yes,"I'm troubled by the way that our hiring process tends to filter out non-neurotypicals of all stripes. Competent people who ""act a little funny"" can be hard to hire."
405,29,Male,Germany,-1,0,Yes,1,26-100,1,Don't know,Don't know,Maybe,No,Don't know,Sometimes,No,No,No,No,Very easy,Maybe,Some of them,Some of them,Maybe,No,-1
406,26,Male,United States,California,0,Yes,0,6-25,1,Yes,Yes,Maybe,No,No,-1,No,Yes,No,Yes,Very easy,No,Some of them,Yes,Maybe,No,-1
407,33,Male,United States,New Hampshire,0,Yes,1,26-100,1,Yes,Don't know,No,Maybe,Yes,Never,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Some of them,No,No,-1
408,33,Male,United States,California,0,No,0,More than 1000,1,Don't know,Don't know,No,No,Yes,-1,Yes,No,Don't know,Don't know,Don't know,Yes,Some of them,No,Maybe,No,-1
409,22,Male,Brazil,-1,1,No,0,6-25,1,Don't know,Don't know,Maybe,No,Don't know,Never,Yes,No,No,No,Somewhat easy,No,Yes,Yes,No,No,-1
410,30,Female,Spain,-1,0,Yes,0,500-1000,1,No,Don't know,No,Maybe,Don't know,-1,No,No,No,No,Don't know,Yes,No,No,No,No,-1
411,33,Male,United States,Ohio,0,Yes,1,More than 1000,1,Yes,Don't know,No,No,No,Often,Yes,Yes,No,No,Somewhat easy,Yes,No,No,No,No,-1
412,31,Female,United States,Ohio,0,Yes,1,More than 1000,0,Don't know,Don't know,No,Maybe,No,Rarely,No,Not sure,No,Don't know,Very difficult,Yes,No,No,Maybe,No,-1
413,21,Male,United States,Massachusetts,0,Yes,0,More than 1000,1,Don't know,Don't know,No,No,Don't know,Never,No,Not sure,Don't know,Don't know,Don't know,No,Some of them,Some of them,Maybe,Yes,-1
414,31,Enby,United Kingdom,-1,0,Yes,1,More than 1000,1,Don't know,Don't know,No,Maybe,Yes,Sometimes,No,No,No,No,Don't know,Yes,No,No,Yes,No,-1
415,26,Female,United States,Oklahoma,0,No,1,100-500,1,Don't know,Don't know,No,No,Yes,Sometimes,Yes,Not sure,Don't know,Don't know,Somewhat difficult,No,Some of them,Some of them,No,No,-1
416,30,Male,United States,California,0,Yes,0,6-25,1,Don't know,Don't know,No,No,Don't know,Often,No,No,No,Don't know,Somewhat easy,Maybe,Some of them,Yes,No,No,-1
417,30,fluid,Germany,-1,0,Yes,1,100-500,1,Don't know,Don't know,Maybe,No,No,Sometimes,No,Not sure,No,No,Somewhat difficult,No,Yes,Yes,Maybe,No,"In Germany, your employer doesn't really provide mental health benefits. There's a standard, and I get that, but I would get the same at any other company in Germany."
418,23,Male,India,-1,0,No,0,6-25,1,No,Don't know,Maybe,No,No,-1,No,No,No,No,Don't know,No,Some of them,Yes,Maybe,No,-1
419,34,Male,Finland,-1,0,No,0,6-25,1,No,Don't know,No,No,Don't know,Never,No,No,No,No,Somewhat easy,No,Yes,Yes,Maybe,No,-1
420,55,Male,United States,Idaho,0,Yes,1,1-5,1,No,Don't know,No,Maybe,No,Sometimes,Yes,Yes,No,Don't know,Don't know,Yes,No,No,No,Yes,-1
421,28,Male,Germany,-1,0,Yes,1,1-5,1,Yes,Yes,No,No,Yes,Rarely,Yes,No,No,No,Very easy,No,Yes,Yes,No,No,"fwiw I am a co founder of this company and the ""would you X in an interview"" questions shouldn't reflect how I would treat anyone addressing their own phys/mental health issue to me in such a situation. "
422,26,Male,Uruguay,-1,0,No,0,26-100,1,Don't know,Don't know,No,No,Don't know,-1,Yes,No,Don't know,No,Don't know,No,Some of them,No,Yes,No,-1
423,28,Male,New Zealand,-1,0,Yes,1,6-25,1,Yes,Don't know,Yes,No,Yes,Sometimes,Yes,Yes,Yes,No,Very easy,No,Yes,Yes,Yes,No,-1
424,32,Male,United Kingdom,-1,0,Yes,1,6-25,1,No,Don't know,No,No,Don't know,Sometimes,No,No,No,Don't know,Somewhat easy,No,Some of them,Yes,No,No,-1
425,28,Female,United States,New York,0,No,1,More than 1000,0,Yes,Don't know,No,No,Don't know,Rarely,No,Yes,No,Don't know,Don't know,Maybe,No,No,No,No,-1
426,21,Male,United States,California,0,No,0,6-25,0,Don't know,Yes,Maybe,No,Yes,Sometimes,No,Not sure,No,Yes,Don't know,No,Some of them,Some of them,Maybe,No,-1
427,24,Male,United States,Texas,0,Yes,1,100-500,1,No,Don't know,No,No,No,Sometimes,No,Yes,No,No,Somewhat difficult,Yes,Some of them,Some of them,Maybe,Yes,-1
428,26,Female,United States,Maryland,0,No,0,More than 1000,0,Yes,Don't know,No,No,Don't know,-1,No,Not sure,Yes,Don't know,Don't know,Maybe,Some of them,No,No,No,-1
429,23,Male,United States,Indiana,0,No,0,More than 1000,0,Yes,Don't know,No,No,Don't know,-1,No,No,No,No,Don't know,No,Yes,No,Yes,No,-1
430,24,Female,United States,Oregon,0,No,0,More than 1000,1,Yes,Yes,Yes,No,Yes,-1,No,Yes,Yes,Yes,Somewhat easy,No,Some of them,Some of them,Yes,No,-1
431,28,Male,Canada,-1,1,No,0,100-500,1,Don't know,Don't know,No,No,Yes,Never,Yes,No,No,No,Somewhat easy,Maybe,Some of them,Yes,No,No,-1
432,24,Female,United States,New York,0,Yes,1,6-25,1,No,Don't know,No,No,Yes,Rarely,No,No,No,No,Very easy,Yes,No,Some of them,Yes,No,-1
433,33,Male,United States,Mississippi,1,No,1,1-5,1,No,Yes,Yes,Maybe,Don't know,Often,Yes,No,No,No,Somewhat easy,Yes,Some of them,Some of them,Yes,No,-1
434,34,Male,United States,New Jersey,0,No,0,26-100,1,Don't know,Don't know,No,No,Don't know,Sometimes,No,No,No,No,Don't know,Maybe,Yes,Yes,Maybe,No,-1
435,27,Female,United States,California,0,No,1,26-100,1,Don't know,Don't know,No,Maybe,Don't know,Sometimes,No,Not sure,No,No,Somewhat difficult,Maybe,Some of them,Some of them,No,No,"I talked to a psychiatrist once about taking medical leave for mental health issues, with his referral. He was willing to help but warned me that I may not want to, as he's seen that sort of thing follow people throughout their tech careers (word gets out, even if it's ""confidential"" at work). I've been terrified of bringing mental health up anywhere that coworkers or potential employers could see ever since."
436,28,Male,United States,Tennessee,0,No,0,6-25,1,Don't know,Don't know,No,No,Don't know,Never,No,No,No,Don't know,Don't know,No,Some of them,Yes,No,No,-1
437,26,Male,United States,Washington,0,No,0,More than 1000,1,Don't know,Don't know,No,No,Don't know,-1,No,Not sure,Don't know,Don't know,Don't know,No,Some of them,Yes,No,Yes,-1
438,20,Male,Australia,-1,0,No,0,100-500,1,Don't know,Yes,No,No,Don't know,-1,Yes,Not sure,Don't know,Don't know,Very easy,No,Some of them,Yes,No,No,-1
439,23,Female,United States,Massachusetts,0,No,1,26-100,1,Yes,Don't know,No,No,Don't know,Sometimes,No,Yes,No,Don't know,Don't know,Maybe,Some of them,No,Maybe,No,-1
